/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_175.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_175.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_175.jpg,0,0,0,3.758823E-06
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_288.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_288.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_288.jpg,0,0,0,2.36668E-06
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_401.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_401.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_401.jpg,0,0,0,8.539733E-07
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_516.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_516.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_516.jpg,0,0,0,3.720022E-07
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_630.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_630.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_630.jpg,0,0,0,1.452021E-06
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_746.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_746.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_746.jpg,0,0.1774079,0,0.1350013
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_878.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_878.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_878.jpg,0,0.526422,0,0.6918699
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_36_993.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_36_993.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_36_993.jpg,0,0.8639519,0,1.62128
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_37_086.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_37_086.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_37_086.jpg,-0.15,1,0,2.973535
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_37_201.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_37_201.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_37_201.jpg,-0.45,1,0,4.354552
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_37_317.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_37_317.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_37_317.jpg,-0.519222,0.828757,0,5.604687
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_37_431.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_37_431.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_37_431.jpg,-0.177777,0.487312,0,6.263684
/Users/lts/Desktop/Training/IMG/center_2017_05_26_13_01_37_546.jpg,/Users/lts/Desktop/Training/IMG/left_2017_05_26_13_01_37_546.jpg,/Users/lts/Desktop/Training/IMG/right_2017_05_26_13_01_37_546.jpg,0,0.143536,0,6.530916
